city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Iowa Colony,Iowa Colony,29.4407,-95.4206,United States,US,USA,Texas,,11028.0,1840023162
Holmen,Holmen,43.9706,-91.2654,United States,US,USA,Wisconsin,,11027.0,1840002576
Greentree,Greentree,39.8989,-74.9613,United States,US,USA,New Jersey,,11024.0,1840033472
Shiloh,Shiloh,39.9732,-76.792,United States,US,USA,Pennsylvania,,11022.0,1840035195
Guthrie,Guthrie,35.8424,-97.4366,United States,US,USA,Oklahoma,,11021.0,1840020390
Burlington,Burlington,42.6744,-88.2721,United States,US,USA,Wisconsin,,11021.0,1840002491
Sierra Madre,Sierra Madre,34.1687,-118.0504,United States,US,USA,California,,11020.0,1840021867
Heartland,Heartland,32.6748,-96.4515,United States,US,USA,Texas,,11019.0,1840147186
Celina,Celina,40.555,-84.5626,United States,US,USA,Ohio,,11017.0,1840007210
Easttown,Easttown,40.0281,-75.4403,United States,US,USA,Pennsylvania,,11015.0,1840150924
Piedmont,Piedmont,37.8225,-122.2301,United States,US,USA,California,,11012.0,1840020297
Burkburnett,Burkburnett,34.0746,-98.5672,United States,US,USA,Texas,,11012.0,1840019278
Cherry Creek,Cherry Creek,39.6094,-104.8645,United States,US,USA,Colorado,,11011.0,1840028588
Franklin Lakes,Franklin Lakes,41.0086,-74.2083,United States,US,USA,New Jersey,,11011.0,1840003553
Pompton Lakes,Pompton Lakes,41.0024,-74.2859,United States,US,USA,New Jersey,,11010.0,1840000833
Sun Village,Sun Village,34.5596,-117.9558,United States,US,USA,California,,11009.0,1840076298
Beachwood,Beachwood,39.9286,-74.2022,United States,US,USA,New Jersey,,11002.0,1840001483
Chatham,Chatham,40.7274,-74.4289,United States,US,USA,New Jersey,,11001.0,1840000948
North Bellport,North Bellport,40.7868,-72.9457,United States,US,USA,New York,,10999.0,1840005056
Brandon,Brandon,43.5928,-96.5799,United States,US,USA,South Dakota,,10996.0,1840002650
Bolivar,Bolivar,37.6059,-93.4175,United States,US,USA,Missouri,,10996.0,1840007578
Elgin,Elgin,30.3526,-97.3883,United States,US,USA,Texas,,10996.0,1840020903
Brandywine,Brandywine,38.6963,-76.8846,United States,US,USA,Maryland,,10989.0,1840005946
Huntertown,Huntertown,41.2185,-85.1705,United States,US,USA,Indiana,,10984.0,1840010297
Springdale,Springdale,39.2909,-84.476,United States,US,USA,Ohio,,10983.0,1840001615
Halfway,Halfway,39.6162,-77.7703,United States,US,USA,Maryland,,10974.0,1840005606
Lehman,Lehman,41.1518,-74.9924,United States,US,USA,Pennsylvania,,10974.0,1840147215
Magnolia,Magnolia,33.2775,-93.2261,United States,US,USA,Arkansas,,10973.0,1840015726
Victoria,Victoria,44.8634,-93.6585,United States,US,USA,Minnesota,,10972.0,1840010007
Quartz Hill,Quartz Hill,34.6527,-118.2163,United States,US,USA,California,,10968.0,1840019210
Lovejoy,Lovejoy,33.4426,-84.3177,United States,US,USA,Georgia,,10967.0,1840015704
Grand Haven,Grand Haven,43.0553,-86.2201,United States,US,USA,Michigan,,10966.0,1840002995
Clayton,Clayton,37.9404,-121.9301,United States,US,USA,California,,10962.0,1840018901
Terryville,Terryville,40.9093,-73.0486,United States,US,USA,New York,,10962.0,1840005105
Port Salerno,Port Salerno,27.1461,-80.1894,United States,US,USA,Florida,,10957.0,1840014193
Lyndon,Lyndon,38.2645,-85.5891,United States,US,USA,Kentucky,,10956.0,1840015191
Red Bank,Red Bank,33.9309,-81.2322,United States,US,USA,South Carolina,,10950.0,1840013658
Little Ferry,Little Ferry,40.8464,-74.0388,United States,US,USA,New Jersey,,10942.0,1840003534
Malvern,Malvern,34.3734,-92.8205,United States,US,USA,Arkansas,,10938.0,1840015563
Totowa,Totowa,40.9039,-74.2214,United States,US,USA,New Jersey,,10919.0,1840000839
White City,White City,42.4316,-122.8322,United States,US,USA,Oregon,,10913.0,1840018673
Lowell,Lowell,41.2917,-87.4195,United States,US,USA,Indiana,,10911.0,1840009260
Fife,Fife,47.2329,-122.3518,United States,US,USA,Washington,,10902.0,1840019853
Lincoln Park,Lincoln Park,40.9239,-74.3035,United States,US,USA,New Jersey,,10901.0,1840000953
West Caldwell,West Caldwell,40.8488,-74.2971,United States,US,USA,New Jersey,,10897.0,1840131595
Wantage,Wantage,41.2431,-74.6258,United States,US,USA,New Jersey,,10897.0,1840081776
Summit,Summit,41.7877,-87.8146,United States,US,USA,Illinois,,10896.0,1840011329
Pocono,Pocono,41.0612,-75.3102,United States,US,USA,Pennsylvania,,10889.0,1840144156
Troy,Troy,38.7268,-89.8977,United States,US,USA,Illinois,,10889.0,1840010709
Damascus,Damascus,45.4233,-122.4436,United States,US,USA,Oregon,,10888.0,1840018571
Kapaa,Kapaa,22.091,-159.3521,United States,US,USA,Hawaii,,10886.0,1840029499
Tremonton,Tremonton,41.7187,-112.189,United States,US,USA,Utah,,10886.0,1840021326
Carencro,Carencro,30.3126,-92.0388,United States,US,USA,Louisiana,,10882.0,1840015043
Roscoe,Roscoe,42.4256,-89.0084,United States,US,USA,Illinois,,10881.0,1840011122
Timonium,Timonium,39.4459,-76.6032,United States,US,USA,Maryland,,10880.0,1840026624
Bedford Heights,Bedford Heights,41.4041,-81.5053,United States,US,USA,Ohio,,10876.0,1840003397
Hudson,Hudson,28.3595,-82.6894,United States,US,USA,Florida,,10873.0,1840014115
Fox Lake,Fox Lake,42.4239,-88.1844,United States,US,USA,Illinois,,10872.0,1840011168
Sugarmill Woods,Sugarmill Woods,28.7299,-82.501,United States,US,USA,Florida,,10871.0,1840014063
East Cocalico,East Cocalico,40.2242,-76.1057,United States,US,USA,Pennsylvania,,10871.0,1840148813
Manville,Manville,40.542,-74.5892,United States,US,USA,New Jersey,,10870.0,1840003610
Martin,Martin,36.3385,-88.8513,United States,US,USA,Tennessee,,10864.0,1840015282
Canton,Canton,32.5975,-90.0317,United States,US,USA,Mississippi,,10863.0,1840014872
Oak Ridge,Oak Ridge,41.0323,-74.4971,United States,US,USA,New Jersey,,10860.0,1840033370
Maltby,Maltby,47.8027,-122.1044,United States,US,USA,Washington,,10859.0,1840017326
West Hanover,West Hanover,40.3635,-76.7468,United States,US,USA,Pennsylvania,,10859.0,1840150556
Cleveland,Cleveland,33.744,-90.7285,United States,US,USA,Mississippi,,10855.0,1840014748
Pleasanton,Pleasanton,28.9642,-98.4957,United States,US,USA,Texas,,10854.0,1840020988
DeForest,DeForest,43.2301,-89.3431,United States,US,USA,Wisconsin,,10853.0,1840037935
Boaz,Boaz,34.1985,-86.1529,United States,US,USA,Alabama,,10847.0,1840013602
McKee City,McKee City,39.4465,-74.6445,United States,US,USA,New Jersey,,10843.0,1840081031
Forestville,Forestville,38.8518,-76.8708,United States,US,USA,Maryland,,10839.0,1840005942
Berkley,Berkley,39.8045,-105.0281,United States,US,USA,Colorado,,10838.0,1840028561
College,College,40.8144,-77.8172,United States,US,USA,Pennsylvania,,10838.0,1840144819
Raymond,Raymond,43.0322,-71.1994,United States,US,USA,New Hampshire,,10837.0,1840055480
Peru,Peru,40.7593,-86.0756,United States,US,USA,Indiana,,10835.0,1840009363
Chenango,Chenango,42.1954,-75.8989,United States,US,USA,New York,,10832.0,1840087298
Lake Monticello,Lake Monticello,37.921,-78.3295,United States,US,USA,Virginia,,10820.0,1840006342
Garden City,Garden City,33.5926,-79.0071,United States,US,USA,South Carolina,,10820.0,1840013645
Montgomery,Montgomery,39.2496,-84.3458,United States,US,USA,Ohio,,10816.0,1840008521
De Witt,De Witt,43.03,-76.0819,United States,US,USA,New York,,10815.0,1840153011
Citrus,Citrus,34.116,-117.8891,United States,US,USA,California,,10813.0,1840017916
Riverton,Riverton,43.0421,-108.4144,United States,US,USA,Wyoming,,10803.0,1840020026
West Vero Corridor,West Vero Corridor,27.6363,-80.4844,United States,US,USA,Florida,,10802.0,1840073271
Pleasant Hill,Pleasant Hill,41.5867,-93.4953,United States,US,USA,Iowa,,10796.0,1840009219
Atchison,Atchison,39.5625,-95.1367,United States,US,USA,Kansas,,10795.0,1840001543
Bithlo,Bithlo,28.5644,-81.1073,United States,US,USA,Florida,,10790.0,1840014083
Myers Corner,Myers Corner,41.5864,-73.8793,United States,US,USA,New York,,10786.0,1840004742
Shiloh,Shiloh,39.8159,-84.2317,United States,US,USA,Ohio,,10785.0,1840153071
Russellville,Russellville,34.5055,-87.7283,United States,US,USA,Alabama,,10783.0,1840004247
Mount Kisco,Mount Kisco,41.2016,-73.7281,United States,US,USA,New York,,10782.0,1840004936
Pineville,Pineville,35.0864,-80.8915,United States,US,USA,North Carolina,,10780.0,1840016354
Westwood Lakes,Westwood Lakes,25.7237,-80.3717,United States,US,USA,Florida,,10768.0,1840028796
Pompton Plains,Pompton Plains,40.9679,-74.3075,United States,US,USA,New Jersey,,10766.0,1840033387
Airway Heights,Airway Heights,47.6459,-117.5792,United States,US,USA,Washington,,10766.0,1840018399
Kendall Park,Kendall Park,40.4135,-74.5631,United States,US,USA,New Jersey,,10765.0,1840005419
Vidalia,Vidalia,32.2125,-82.4019,United States,US,USA,Georgia,,10762.0,1840015820
Pine Hill,Pine Hill,39.7879,-74.9857,United States,US,USA,New Jersey,,10762.0,1840001509
Lehigh,Lehigh,40.7678,-75.5394,United States,US,USA,Pennsylvania,,10747.0,1840142186
Jackson,Jackson,43.472,-110.7746,United States,US,USA,Wyoming,,10746.0,1840021258
Lake Arrowhead,Lake Arrowhead,34.2531,-117.1944,United States,US,USA,California,,10746.0,1840017803
Northbrook,Northbrook,39.2467,-84.5796,United States,US,USA,Ohio,,10741.0,1840034123
Doraville,Doraville,33.9073,-84.2711,United States,US,USA,Georgia,,10738.0,1840014778
Newberry,Newberry,34.2813,-81.601,United States,US,USA,South Carolina,,10733.0,1840014694
The Hills,The Hills,40.6561,-74.6215,United States,US,USA,New Jersey,,10732.0,1840151839
Worth,Worth,41.6877,-87.7916,United States,US,USA,Illinois,,10731.0,1840011318
Placerville,Placerville,38.7308,-120.7979,United States,US,USA,California,,10730.0,1840020238
Scenic Oaks,Scenic Oaks,29.7038,-98.6712,United States,US,USA,Texas,,10727.0,1840019650
Saks,Saks,33.7118,-85.8536,United States,US,USA,Alabama,,10727.0,1840013708
Sonoma,Sonoma,38.2902,-122.4598,United States,US,USA,California,,10726.0,1840021490
Campton Hills,Campton Hills,41.9498,-88.4166,United States,US,USA,Illinois,,10724.0,1840000495
Milton,Milton,44.6429,-73.1538,United States,US,USA,Vermont,,10723.0,1840070912
Essex Junction,Essex Junction,44.4902,-73.1141,United States,US,USA,Vermont,,10720.0,1840004083
Pebble Creek,Pebble Creek,28.1583,-82.3411,United States,US,USA,Florida,,10719.0,1840028995
Morro Bay,Morro Bay,35.3682,-120.8482,United States,US,USA,California,,10717.0,1840020415
Hartford,Hartford,43.6644,-72.3865,United States,US,USA,Vermont,,10713.0,1840070579
Van Wert,Van Wert,40.8651,-84.5879,United States,US,USA,Ohio,,10710.0,1840010350
Gages Lake,Gages Lake,42.3519,-87.9828,United States,US,USA,Illinois,,10706.0,1840004638
Tarboro,Tarboro,35.9046,-77.5563,United States,US,USA,North Carolina,,10705.0,1840016177
Fuller Heights,Fuller Heights,27.9227,-81.9978,United States,US,USA,Florida,,10697.0,1840025156
Kearney,Kearney,39.355,-94.3599,United States,US,USA,Missouri,,10696.0,1840008501
Felida,Felida,45.7138,-122.7103,United States,US,USA,Washington,,10695.0,1840037495
South Union,South Union,39.8705,-79.7222,United States,US,USA,Pennsylvania,,10693.0,1840143167
Lexington,Lexington,40.7779,-99.7461,United States,US,USA,Nebraska,,10693.0,1840008285
Soquel,Soquel,36.9978,-121.9483,United States,US,USA,California,,10691.0,1840018957
Broomall,Broomall,39.9688,-75.354,United States,US,USA,Pennsylvania,,10684.0,1840005549
Lenoir City,Lenoir City,35.8111,-84.2818,United States,US,USA,Tennessee,,10681.0,1840014514
Calimesa,Calimesa,33.9874,-117.0542,United States,US,USA,California,,10680.0,1840019300
Lake Barcroft,Lake Barcroft,38.8514,-77.1579,United States,US,USA,Virginia,,10678.0,1840006033
Yorkshire,Yorkshire,38.7882,-77.4496,United States,US,USA,Virginia,,10678.0,1840006107
Richmond Heights,Richmond Heights,41.5589,-81.5029,United States,US,USA,Ohio,,10677.0,1840003409
Pine Ridge,Pine Ridge,28.933,-82.4761,United States,US,USA,Florida,,10676.0,1840028997
Sumner,Sumner,47.2189,-122.2338,United States,US,USA,Washington,,10674.0,1840021128
Douglass,Douglass,40.3438,-75.5909,United States,US,USA,Pennsylvania,,10668.0,1840143118
Corning,Corning,42.147,-77.0561,United States,US,USA,New York,,10666.0,1840000443
Darby,Darby,39.921,-75.261,United States,US,USA,Pennsylvania,,10664.0,1840000695
West Haverstraw,West Haverstraw,41.2063,-73.9884,United States,US,USA,New York,,10663.0,1840004990
Maynard,Maynard,42.4264,-71.4561,United States,US,USA,Massachusetts,,10663.0,1840053481
Clute,Clute,29.0256,-95.3975,United States,US,USA,Texas,,10650.0,1840019669
Freeport,Freeport,28.9453,-95.3601,United States,US,USA,Texas,,10639.0,1840020974
Alachua,Alachua,29.7779,-82.4832,United States,US,USA,Florida,,10638.0,1840014020
St. Albans,St. Albans,38.3769,-81.8198,United States,US,USA,West Virginia,,10637.0,1840006201
Mount Vista,Mount Vista,45.7373,-122.6316,United States,US,USA,Washington,,10635.0,1840037858
Potomac Park,Potomac Park,35.3636,-118.965,United States,US,USA,California,,10634.0,1840147389
Munhall,Munhall,40.3935,-79.9005,United States,US,USA,Pennsylvania,,10633.0,1840001247
Mount Airy,Mount Airy,36.5083,-80.6155,United States,US,USA,North Carolina,,10631.0,1840014430
Fair Oaks Ranch,Fair Oaks Ranch,29.7467,-98.6376,United States,US,USA,Texas,,10630.0,1840020939
Cottage Grove,Cottage Grove,43.796,-123.0573,United States,US,USA,Oregon,,10630.0,1840018624
Fairview,Fairview,45.5469,-122.439,United States,US,USA,Oregon,,10627.0,1840019938
Memphis,Memphis,27.5435,-82.5608,United States,US,USA,Florida,,10626.0,1840014172
Chalco,Chalco,41.1817,-96.1353,United States,US,USA,Nebraska,,10625.0,1840005176
Pella,Pella,41.4052,-92.9189,United States,US,USA,Iowa,,10624.0,1840009293
Winterville,Winterville,35.5291,-77.4,United States,US,USA,North Carolina,,10624.0,1840016279
Santa Clara,Santa Clara,44.1154,-123.1344,United States,US,USA,Oregon,,10623.0,1840145606
Crestwood,Crestwood,41.6454,-87.7397,United States,US,USA,Illinois,,10622.0,1840011267
Shelton,Shelton,47.2186,-123.1121,United States,US,USA,Washington,,10619.0,1840021123
Yelm,Yelm,46.9398,-122.6262,United States,US,USA,Washington,,10618.0,1840021146
Waggaman,Waggaman,29.9373,-90.2354,United States,US,USA,Louisiana,,10617.0,1840013991
Bel Air,Bel Air,39.5348,-76.346,United States,US,USA,Maryland,,10616.0,1840005668
Hanson,Hanson,42.0558,-70.8723,United States,US,USA,Massachusetts,,10615.0,1840053679
Nanticoke,Nanticoke,41.2005,-76.0003,United States,US,USA,Pennsylvania,,10610.0,1840000761
East Bradford,East Bradford,39.959,-75.6469,United States,US,USA,Pennsylvania,,10599.0,1840149882
Le Mars,Le Mars,42.781,-96.1733,United States,US,USA,Iowa,,10597.0,1840008022
Bonham,Bonham,33.588,-96.1901,United States,US,USA,Texas,,10594.0,1840019332
Sleepy Hollow,Sleepy Hollow,41.0936,-73.8722,United States,US,USA,New York,,10592.0,1840004944
Lake Morton-Berrydale,Lake Morton-Berrydale,47.3325,-122.1032,United States,US,USA,Washington,,10591.0,1840074253
Worcester,Worcester,40.1899,-75.3522,United States,US,USA,Pennsylvania,,10588.0,1840035368
Ironton,Ironton,38.5323,-82.6779,United States,US,USA,Ohio,,10585.0,1840008607
North Lakes,North Lakes,61.6191,-149.311,United States,US,USA,Alaska,,10583.0,1840152941
Pingree Grove,Pingree Grove,42.0855,-88.4358,United States,US,USA,Illinois,,10576.0,1840011352
Vienna,Vienna,39.324,-81.5383,United States,US,USA,West Virginia,,10575.0,1840005787
Fairview,Fairview,33.1399,-96.6117,United States,US,USA,Texas,,10570.0,1840022021
Monroe,Monroe,42.603,-89.6381,United States,US,USA,Wisconsin,,10568.0,1840002464
Acushnet,Acushnet,41.7138,-70.9012,United States,US,USA,Massachusetts,,10563.0,1840131572
Bellefontaine Neighbors,Bellefontaine Neighbors,38.7529,-90.228,United States,US,USA,Missouri,,10562.0,1840007449
Palatka,Palatka,29.6493,-81.6705,United States,US,USA,Florida,,10558.0,1840015062
Maryville,Maryville,40.3428,-94.8702,United States,US,USA,Missouri,,10556.0,1840008349
Smithville,Smithville,39.3919,-94.5747,United States,US,USA,Missouri,,10552.0,1840009605
Bellmead,Bellmead,31.6026,-97.0897,United States,US,USA,Texas,,10550.0,1840019531
Little Canada,Little Canada,45.0244,-93.0863,United States,US,USA,Minnesota,,10546.0,1840008936
Heath,Heath,40.0241,-82.4413,United States,US,USA,Ohio,,10545.0,1840001418
Linthicum,Linthicum,39.2088,-76.6626,United States,US,USA,Maryland,,10545.0,1840005921
Scotchtown,Scotchtown,41.4765,-74.3668,United States,US,USA,New York,,10544.0,1840004862
Bluffton,Bluffton,40.7424,-85.173,United States,US,USA,Indiana,,10539.0,1840007178
Bogalusa,Bogalusa,30.7812,-89.8633,United States,US,USA,Louisiana,,10539.0,1840013905
Galena Park,Galena Park,29.7452,-95.2333,United States,US,USA,Texas,,10527.0,1840020922
Delhi,Delhi,37.4306,-120.7759,United States,US,USA,California,,10525.0,1840018930
New Albany,New Albany,40.0809,-82.7848,United States,US,USA,Ohio,,10524.0,1840012407
Fairmount,Fairmount,39.7931,-105.1711,United States,US,USA,Colorado,,10521.0,1840038703
Standish,Standish,43.7811,-70.5684,United States,US,USA,Maine,,10517.0,1840053009
Raceland,Raceland,29.7282,-90.6362,United States,US,USA,Louisiana,,10517.0,1840014027
Malibu,Malibu,34.037,-118.7839,United States,US,USA,California,,10516.0,1840028310
Riverdale,Riverdale,41.6441,-87.6366,United States,US,USA,Illinois,,10515.0,1840011286
Beverly Hills,Beverly Hills,42.522,-83.2423,United States,US,USA,Michigan,,10507.0,1840011052
Plymouth,Plymouth,41.3483,-86.3187,United States,US,USA,Indiana,,10506.0,1840014170
Excelsior Springs,Excelsior Springs,39.339,-94.24,United States,US,USA,Missouri,,10502.0,1840008495
Forest Acres,Forest Acres,34.0323,-80.9716,United States,US,USA,South Carolina,,10491.0,1840013653
Reading,Reading,39.2242,-84.4333,United States,US,USA,Ohio,,10490.0,1840001611
Ontario,Ontario,43.2408,-77.314,United States,US,USA,New York,,10489.0,1840058362
Milton,Milton,30.6286,-87.0522,United States,US,USA,Florida,,10485.0,1840015006
Cheat Lake,Cheat Lake,39.667,-79.8564,United States,US,USA,West Virginia,,10485.0,1840005645
Sweetwater,Sweetwater,32.4692,-100.4092,United States,US,USA,Texas,,10484.0,1840022089
Bastrop,Bastrop,30.1113,-97.3176,United States,US,USA,Texas,,10484.0,1840019603
River Grove,River Grove,41.9243,-87.8379,United States,US,USA,Illinois,,10482.0,1840011285
White Marsh,White Marsh,39.3819,-76.4574,United States,US,USA,Maryland,,10480.0,1840005696
Fort Meade,Fort Meade,39.1061,-76.7437,United States,US,USA,Maryland,,10477.0,1840073581
Marlton,Marlton,39.9014,-74.9294,United States,US,USA,New Jersey,,10473.0,1840005522
Española,Espanola,36.0044,-106.0686,United States,US,USA,New Mexico,,10472.0,1840020348
La Plata,La Plata,38.5352,-76.97,United States,US,USA,Maryland,,10470.0,1840006177
Rifle,Rifle,39.5362,-107.7729,United States,US,USA,Colorado,,10466.0,1840020185
Chestnut Ridge,Chestnut Ridge,41.0829,-74.0551,United States,US,USA,New York,,10464.0,1840004992
South Lebanon,South Lebanon,40.3058,-76.3708,United States,US,USA,Pennsylvania,,10464.0,1840149649
Lighthouse Point,Lighthouse Point,26.2785,-80.0891,United States,US,USA,Florida,,10463.0,1840015998
Somers Point,Somers Point,39.3167,-74.6066,United States,US,USA,New Jersey,,10461.0,1840001537
Little River,Little River,33.8786,-78.6393,United States,US,USA,South Carolina,,10457.0,1840013648
Vermilion,Vermilion,41.4103,-82.3214,United States,US,USA,Ohio,,10451.0,1840010234
Rockport,Rockport,28.029,-97.0722,United States,US,USA,Texas,,10449.0,1840020999
Garrison,Garrison,39.4023,-76.7514,United States,US,USA,Maryland,,10449.0,1840005691
Waverly,Waverly,42.725,-92.4708,United States,US,USA,Iowa,,10446.0,1840000404
Silverton,Silverton,45.003,-122.7808,United States,US,USA,Oregon,,10445.0,1840021226
Golden Hills,Golden Hills,35.1409,-118.4968,United States,US,USA,California,,10445.0,1840017819
Scaggsville,Scaggsville,39.1416,-76.8843,United States,US,USA,Maryland,,10441.0,1840024483
Southborough,Southborough,42.3012,-71.5297,United States,US,USA,Massachusetts,,10441.0,1840053604
Lowell,Lowell,36.2561,-94.1532,United States,US,USA,Arkansas,,10438.0,1840015285
Warr Acres,Warr Acres,35.5285,-97.6182,United States,US,USA,Oklahoma,,10437.0,1840021743
Plattekill,Plattekill,41.6478,-74.0718,United States,US,USA,New York,,10432.0,1840058407
Crestline,Crestline,34.2486,-117.2887,United States,US,USA,California,,10431.0,1840017796
Alexandria,Alexandria,38.9621,-84.3859,United States,US,USA,Kentucky,,10430.0,1840013162
Pine Castle,Pine Castle,28.4651,-81.3741,United States,US,USA,Florida,,10429.0,1840014097
Camden,Camden,33.5672,-92.8467,United States,US,USA,Arkansas,,10427.0,1840013736
Gunbarrel,Gunbarrel,40.0632,-105.1713,United States,US,USA,Colorado,,10424.0,1840028424
Vashon,Vashon,47.4122,-122.4726,United States,US,USA,Washington,,10424.0,1840018414
Hobart,Hobart,44.4967,-88.1602,United States,US,USA,Wisconsin,,10418.0,1840038100
Flat Rock,Flat Rock,42.0991,-83.2716,United States,US,USA,Michigan,,10418.0,1840003973
Garden Acres,Garden Acres,37.9637,-121.2296,United States,US,USA,California,,10417.0,1840028376
Scituate,Scituate,41.7926,-71.6203,United States,US,USA,Rhode Island,,10417.0,1840106234
Waterford,Waterford,39.7415,-74.8207,United States,US,USA,New Jersey,,10416.0,1840081681
Edwards,Edwards,39.6215,-106.6184,United States,US,USA,Colorado,,10415.0,1840017535
Waynesville,Waynesville,35.4854,-82.9996,United States,US,USA,North Carolina,,10408.0,1840016297
Lake Hiawatha,Lake Hiawatha,40.8816,-74.3826,United States,US,USA,New Jersey,,10406.0,1840033318
Valley,Valley,32.8088,-85.181,United States,US,USA,Alabama,,10406.0,1840015760
Cadillac,Cadillac,44.2493,-85.4164,United States,US,USA,Michigan,,10404.0,1840002512
Blackhawk,Blackhawk,37.8159,-121.9071,United States,US,USA,California,,10404.0,1840028358
London,London,39.8935,-83.4375,United States,US,USA,Ohio,,10403.0,1840000674
Madison Heights,Madison Heights,37.4487,-79.1057,United States,US,USA,Virginia,,10398.0,1840006372
Scottdale,Scottdale,33.795,-84.2634,United States,US,USA,Georgia,,10398.0,1840013700
Newport,Newport,44.6242,-124.0513,United States,US,USA,Oregon,,10393.0,1840019975
Winchendon,Winchendon,42.6667,-72.0487,United States,US,USA,Massachusetts,,10392.0,1840053615
Fair Oaks,Fair Oaks,33.9193,-84.5445,United States,US,USA,Georgia,,10392.0,1840013091
Lyons,Lyons,41.8119,-87.8191,United States,US,USA,Illinois,,10391.0,1840011292
East Setauket,East Setauket,40.921,-73.0942,United States,US,USA,New York,,10385.0,1840033876
Flowood,Flowood,32.3359,-90.0802,United States,US,USA,Mississippi,,10384.0,1840013824
Lake Hopatcong,Lake Hopatcong,40.9599,-74.6094,United States,US,USA,New Jersey,,10383.0,1840145177
Versailles,Versailles,38.0486,-84.7258,United States,US,USA,Kentucky,,10382.0,1840015212
Wabash,Wabash,40.8034,-85.8301,United States,US,USA,Indiana,,10378.0,1840010335
Progress Village,Progress Village,27.8831,-82.3593,United States,US,USA,Florida,,10378.0,1840028917
Spanish Fort,Spanish Fort,30.7254,-87.8597,United States,US,USA,Alabama,,10377.0,1840015879
East Bakersfield,East Bakersfield,35.3832,-118.9743,United States,US,USA,California,,10377.0,1840150305
Garden City,Garden City,32.0867,-81.1773,United States,US,USA,Georgia,,10375.0,1840013839
Portage,Portage,43.5489,-89.4658,United States,US,USA,Wisconsin,,10374.0,1840002712
Brewster,Brewster,41.7463,-70.0676,United States,US,USA,Massachusetts,,10367.0,1840053498
Northampton,Northampton,40.6866,-75.4904,United States,US,USA,Pennsylvania,,10366.0,1840000975
Galion,Galion,40.7385,-82.7792,United States,US,USA,Ohio,,10358.0,1840002752
Millstone,Millstone,40.2123,-74.4302,United States,US,USA,New Jersey,,10354.0,1840152826
Fairmont,Fairmont,43.6441,-94.4621,United States,US,USA,Minnesota,,10348.0,1840007950
Tipp City,Tipp City,39.9644,-84.1866,United States,US,USA,Ohio,,10344.0,1840010507
Farmersville,Farmersville,36.305,-119.2083,United States,US,USA,California,,10336.0,1840020366
New Richmond,New Richmond,45.125,-92.5377,United States,US,USA,Wisconsin,,10334.0,1840002138
Geneseo,Geneseo,42.8038,-77.7783,United States,US,USA,New York,,10334.0,1840004422
Shasta Lake,Shasta Lake,40.679,-122.3775,United States,US,USA,California,,10334.0,1840021349
Fort Oglethorpe,Fort Oglethorpe,34.9318,-85.246,United States,US,USA,Georgia,,10332.0,1840013554
Loudoun Valley Estates,Loudoun Valley Estates,38.977,-77.5053,United States,US,USA,Virginia,,10323.0,1840041775
Southampton,Southampton,39.9137,-74.7171,United States,US,USA,New Jersey,,10320.0,1840081621
Arkadelphia,Arkadelphia,34.1253,-93.0729,United States,US,USA,Arkansas,,10316.0,1840013638
Manhattan,Manhattan,41.4274,-87.9805,United States,US,USA,Illinois,,10315.0,1840011490
Wood River,Wood River,38.8631,-90.0774,United States,US,USA,Illinois,,10315.0,1840010711
Paris,Paris,36.2933,-88.3065,United States,US,USA,Tennessee,,10313.0,1840014438
Francisville,Francisville,39.1068,-84.7277,United States,US,USA,Kentucky,,10313.0,1840026679
Rotonda,Rotonda,26.8844,-82.2791,United States,US,USA,Florida,,10312.0,1840014201
Comstock Park,Comstock Park,43.0438,-85.6778,United States,US,USA,Michigan,,10306.0,1840004307
Valley Center,Valley Center,33.233,-117.0158,United States,US,USA,California,,10303.0,1840019349
Berwick,Berwick,41.0555,-76.2492,United States,US,USA,Pennsylvania,,10291.0,1840003484
Port Townsend,Port Townsend,48.122,-122.7877,United States,US,USA,Washington,,10290.0,1840019797
Clay,Clay,33.6951,-86.609,United States,US,USA,Alabama,,10288.0,1840014790
Flowery Branch,Flowery Branch,34.1712,-83.9142,United States,US,USA,Georgia,,10286.0,1840013611
Watervliet,Watervliet,42.7243,-73.7068,United States,US,USA,New York,,10285.0,1840002495
Penn,Penn,40.1864,-76.3726,United States,US,USA,Pennsylvania,,10281.0,1840147756
East Franklin,East Franklin,40.4933,-74.471,United States,US,USA,New Jersey,,10281.0,1840039869
Exeter,Exeter,36.2941,-119.1459,United States,US,USA,California,,10280.0,1840020365
Kittery,Kittery,43.0998,-70.7126,United States,US,USA,Maine,,10280.0,1840052873
Liberty,Liberty,41.8132,-74.7775,United States,US,USA,New York,,10279.0,1840004790
Woodlyn,Woodlyn,39.8774,-75.3445,United States,US,USA,Pennsylvania,,10276.0,1840035266
Loudonville,Loudonville,42.7068,-73.7665,United States,US,USA,New York,,10274.0,1840033911
Alpine,Alpine,40.4629,-111.7724,United States,US,USA,Utah,,10272.0,1840018755
Yazoo City,Yazoo City,32.8619,-90.4075,United States,US,USA,Mississippi,,10270.0,1840015766
Highland,Highland,38.7602,-89.6812,United States,US,USA,Illinois,,10268.0,1840007425
Meridianville,Meridianville,34.8729,-86.5722,United States,US,USA,Alabama,,10268.0,1840013546
Carroll,Carroll,42.0699,-94.8646,United States,US,USA,Iowa,,10261.0,1840000490
